                                   Instance                                    |                                   Scp2804s@1                                   |                                     aecp@1                                     |                                     aoa@0                                      |                                    baron@0                                     |                                    dicopt@1                                    |                                     sbb@1                                      |
cvxnonsep_pcon30r             59    15     30 min -3.598684e+01 -3.598684e+01  |normal     -3.598684e+01   -0.00 -3.598684e+01    0.00   0.00    0.12        0  |normal     -3.598684e+01    0.00 -3.598684e+01    0.00   0.00    3.72       --  |normal     -3.596376e+01   -0.06 -3.596376e+01    0.06   0.00    0.08       --  |normal     -3.599976e+01    0.04 -3.596376e+01    0.06   0.10    0.38       31  |normal     -3.598684e+01   -0.00 -3.598684e+01    0.00   0.00    0.19       --  |normal     -3.599797e+01    0.03 -3.596376e+01    0.06   0.10    0.32       86  |
cvxnonsep_pcon40              40    20      1 min -4.659917e+01 -4.659917e+01  |normal     -4.659540e+01   -0.01 -4.659540e+01    0.01   0.00    0.10        0  |timelim    -4.668536e+01    0.18 -4.659917e+01   -0.00   0.18  900.38       --  |normal     -4.659917e+01    0.00 -4.659917e+01   -0.00   0.00    3.46       --  |normal     -4.664204e+01    0.09 -4.659540e+01    0.01   0.10    0.41       35  |normal     -4.659917e+01    0.00 -4.659917e+01   -0.00   0.00  213.64       --  |normal     -4.664290e+01    0.09 -4.659917e+01   -0.00   0.09    0.23       51  |
cvxnonsep_pcon40r             79    20     40 min -4.659917e+01 -4.659917e+01  |normal     -4.659917e+01    0.00 -4.659917e+01   -0.00   0.00    0.16        0  |normal     -4.659917e+01    0.00 -4.659917e+01    0.00   0.00    4.36       --  |normal     -4.659917e+01   -0.00 -4.659917e+01    0.00   0.00    0.11       --  |normal     -4.664204e+01    0.09 -4.659540e+01    0.01   0.10    0.53       27  |normal     -4.657800e+01   -0.05 -4.657800e+01    0.05   0.00    0.12       --  |normal     -4.664290e+01    0.09 -4.659917e+01    0.00   0.09    0.27       51  |
cvxnonsep_psig20              20    10      0 min  9.381139e+01  9.381139e+01  |normal      9.381139e+01    0.00  9.381139e+01   -0.00   0.00    0.09       53  |normal      9.381139e+01    0.00  9.381139e+01   -0.00   0.00  390.12       --  |normal      9.381139e+01    0.00  9.381139e+01   -0.00   0.00    1.02       --  |normal      9.371785e+01    0.10  9.381157e+01    0.00   0.10    0.07        1  |normal      9.381139e+01    0.00  9.381139e+01   -0.00   0.00    0.05       --  |normal      9.373709e+01    0.08  9.381139e+01   -0.00   0.08    0.16       11  |
cvxnonsep_psig20r             42    10     22 min  9.589739e+01  9.589739e+01  |normal      9.596071e+01   -0.07  9.596071e+01    0.07   0.00    0.09        0  |normal      9.589731e+01    0.00  9.589739e+01   -0.00   0.00    1.73       --  |normal      9.589855e+01   -0.00  9.589855e+01    0.00   0.00    0.06       --  |normal      9.583147e+01    0.07  9.592730e+01    0.03   0.10    0.09        3  |normal      9.589739e+01    0.00  9.589739e+01   -0.00   0.00    0.07       --  |normal      9.580647e+01    0.09  9.589855e+01    0.00   0.10    0.18       13  |
cvxnonsep_psig30              30    15      0 min  7.899885e+01  7.899885e+01  |normal      7.900238e+01   -0.00  7.900238e+01    0.00   0.00    0.07        0  |timelim     7.881017e+01    0.24  7.899885e+01   -0.00   0.24  900.67       --  |normal      7.899885e+01    0.00  7.899885e+01   -0.00   0.00    1.41       --  |normal      7.892544e+01    0.09  7.900436e+01    0.01   0.10    2.01       55  |normal      7.899885e+01    0.00  7.899885e+01   -0.00   0.00  296.32       --  |normal      7.894210e+01    0.07  7.901925e+01    0.03   0.10    0.22       61  |
cvxnonsep_psig30r             62    15     32 min  7.899885e+01  7.899885e+01  |normal      7.899885e+01    0.00  7.899885e+01   -0.00   0.00    0.11        0  |normal      7.988760e+01   -1.13  7.988765e+01    1.13   0.00    1.87       -- !|normal      7.899885e+01    0.00  7.899885e+01   -0.00   0.00    0.11       --  |normal      7.892345e+01    0.10  7.900238e+01    0.00   0.10    0.33        7  |normal      7.900238e+01   -0.00  7.900238e+01    0.00   0.00    0.19       --  |normal      7.894210e+01    0.07  7.901925e+01    0.03   0.10    0.28       61  |
cvxnonsep_psig40              40    20      0 min  8.549577e+01  8.549577e+01  |normal      8.549577e+01    0.00  8.549577e+01    0.00   0.00    0.08        0  |timelim     8.487540e+01    0.73  8.549577e+01    0.00   0.73  900.02       --  |normal      8.549577e+01    0.00  8.549577e+01    0.00   0.00    5.39       --  |normal      8.541054e+01    0.10  8.549595e+01    0.00   0.10    3.29       65  |timelim     8.530807e+01    0.22  8.549577e+01    0.00   0.22  900.03       --  |normal      8.541430e+01    0.10  8.549577e+01    0.00   0.10    0.23       66  |
cvxnonsep_psig40r             82    20     42 min  8.654510e+01  8.654510e+01  |normal      8.654620e+01   -0.00  8.654620e+01    0.00   0.00    0.22       80  |normal      8.654486e+01    0.00  8.654510e+01    0.00   0.00    3.06       --  |normal      8.658908e+01   -0.05  8.658908e+01    0.05   0.00    0.10       --  |normal      8.645974e+01    0.10  8.654620e+01    0.00   0.10    0.29        9  |normal      8.654510e+01    0.00  8.654510e+01   -0.00   0.00    0.16       --  |normal      8.646041e+01    0.10  8.654620e+01    0.00   0.10    0.26       46  |
du-opt                        20    13      9 min  3.556340e+00  3.556340e+00  |normal      3.556340e+00    0.00  3.556340e+00    0.00   0.00    0.05        0  |normal      3.556339e+00    0.00  3.556340e+00    0.00   0.00   19.89       --  |normal      3.556340e+00    0.00  3.556340e+00    0.00   0.00    0.21       --  |normal      3.553443e+00    0.08  3.556996e+00    0.02   0.10    0.26        1  |normal      3.556340e+00    0.00  3.556340e+00    0.00   0.00    4.64       --  |normal      3.555086e+00    0.04  3.558373e+00    0.06   0.09    0.43       94  |
du-opt5                       20    13      9 min  8.073658e+00  8.073658e+00  |normal      8.073658e+00    0.00  8.073658e+00    0.00   0.00    0.05        0  |normal      8.073657e+00    0.00  8.073658e+00    0.00   0.00    3.37       --  |normal      8.073658e+00    0.00  8.073658e+00    0.00   0.00    0.06       --  |normal      8.065592e+00    0.10  8.073658e+00    0.00   0.10    1.51       15  |normal      8.073658e+00    0.00  8.073658e+00    0.00   0.00    0.64       --  |normal      8.071539e+00    0.03  8.073658e+00    0.00   0.03    3.36     1269  |
enpro48pb                    153    92    214 min  1.872773e+05  1.872773e+05  |normal      1.872773e+05   -0.00  1.872773e+05    0.00   0.00    0.28       20  |normal      1.872773e+05   -0.00  1.872773e+05    0.00  -0.00    0.54       --  |normal      1.872773e+05    0.00  1.872773e+05    0.00   0.00    0.07       --  |normal      1.870902e+05    0.10  1.872773e+05    0.00   0.10    0.51        5  |normal      1.872773e+05   -0.00  1.872773e+05    0.00   0.00    0.20       --  |normal      1.871519e+05    0.07  1.872773e+05    0.00   0.07    0.90      352  |
enpro56pb                    127    73    191 min  2.634283e+05  2.634283e+05  |normal      2.634283e+05    0.00  2.634283e+05   -0.00   0.00    0.28      311  |normal      2.634283e+05    0.00  2.634283e+05   -0.00  -0.00    2.26       --  |normal      2.634283e+05    0.00  2.634283e+05    0.00   0.00    0.12       --  |normal      2.631651e+05    0.10  2.634283e+05   -0.00   0.10    0.78        9  |normal      2.634283e+05    0.00  2.634283e+05   -0.00   0.00    0.33       --  |normal      2.631793e+05    0.09  2.634283e+05   -0.00   0.09    7.14     3741  |
ex1223                        11     4     13 min  4.579582e+00  4.579582e+00  |normal      4.579582e+00   -0.00  4.579582e+00    0.00   0.00    0.05        0  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.28       --  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.01       --  |normal      4.575007e+00    0.10  4.579582e+00    0.00   0.10    0.03        1  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.07       --  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.16       10  |
ex1223a                        7     4      9 min  4.579582e+00  4.579582e+00  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.04        0  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.19       --  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.01       --  |normal      4.575007e+00    0.10  4.579582e+00    0.00   0.10    0.03        1  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.04       --  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.15        4  |
ex1223b                        7     4      9 min  4.579582e+00  4.579582e+00  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.06        0  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.24       --  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.01       --  |normal      4.575007e+00    0.10  4.579582e+00    0.00   0.10    0.03        1  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.06       --  |normal      4.579582e+00    0.00  4.579582e+00    0.00   0.00    0.16        9  |
ex4                           36    25     30 min -8.064136e+00 -8.064136e+00  |normal     -8.064136e+00   -0.00 -8.064136e+00    0.00   0.00    0.41        0  |normal     -8.064136e+00    0.00 -8.064136e+00    0.00   0.00    1.62       --  |normal     -8.064136e+00    0.00 -8.064136e+00    0.00   0.00    0.03       --  |normal     -8.072208e+00    0.10 -8.064136e+00   -0.00   0.10    0.16        1  |normal     -8.064136e+00    0.00 -8.064136e+00    0.00   0.00    0.49       --  |normal     -8.064136e+00    0.00 -8.064136e+00    0.00   0.00    0.63      273  |
fac1                          22     6     18 min  1.609126e+08  1.609126e+08  |normal      1.609126e+08    0.00  1.609126e+08   -0.00   0.00    0.06        2  |normal      1.609126e+08    0.00  1.609126e+08   -0.00   0.00    0.10       --  |normal      1.609126e+08    0.00  1.609126e+08    0.00   0.00    0.01       --  |normal      1.607519e+08    0.10  1.609126e+08   -0.00   0.10    0.04        1  |normal      1.609126e+08    0.00  1.609126e+08   -0.00   0.00    0.04       --  |normal      1.609126e+08    0.00  1.609126e+08   -0.00   0.00    0.16        8  |
fac2                          66    12     33 min  3.318375e+08  3.318375e+08  |normal      3.318375e+08    0.00  3.318375e+08   -0.00   0.00    0.08       14  |normal      3.318375e+08    0.00  3.318375e+08   -0.00   0.00    0.12       --  |normal      3.318375e+08    0.00  3.318375e+08    0.00   0.00    0.03       --  |normal      3.315060e+08    0.10  3.318375e+08   -0.00   0.10    0.05        1  |normal      3.318610e+08   -0.01  3.318610e+08    0.01   0.00    0.08       --  |normal      3.318375e+08    0.00  3.318375e+08   -0.00   0.00    0.21       43  |
fac3                          66    12     33 min  3.198231e+07  3.198231e+07  |normal      3.198231e+07    0.00  3.198231e+07   -0.00   0.00    0.05        0  |normal      3.198231e+07    0.00  3.198231e+07   -0.00   0.00    0.13       --  |normal      3.198231e+07    0.00  3.198231e+07    0.00   0.00    0.03       --  |normal      3.195036e+07    0.10  3.198231e+07   -0.00   0.10    0.08        3  |normal      3.199313e+07   -0.03  3.199313e+07    0.03   0.00    0.10       --  |normal      3.198231e+07    0.00  3.198231e+07   -0.00   0.00    0.20       46  |
flay02h                       46     4     51 min  3.794733e+01  3.794733e+01  |normal      3.794719e+01    0.00  3.794719e+01   -0.00   0.00    0.06        0  |normal      3.794733e+01    0.00  3.794733e+01    0.00   0.00    0.36       --  |normal      3.794733e+01   -0.00  3.794733e+01    0.00   0.00    0.02       --  |normal      3.790942e+01    0.10  3.794733e+01   -0.00   0.10    0.08        7  |normal      3.794733e+01    0.00  3.794733e+01    0.00   0.00    0.05       --  |normal      3.794733e+01   -0.00  3.794733e+01    0.00   0.00    0.16        6  |
flay02m                       14     4     11 min  3.794733e+01  3.794733e+01  |normal      3.794697e+01    0.00  3.794697e+01   -0.00   0.00    0.05        1  |normal      3.794733e+01    0.00  3.794733e+01    0.00   0.00    0.23       --  |normal      3.794733e+01   -0.00  3.794733e+01    0.00   0.00    0.01       --  |normal      3.790942e+01    0.10  3.794733e+01    0.00   0.10    0.05        7  |normal      3.794733e+01   -0.00  3.794733e+01    0.00   0.00    0.04       --  |normal      3.794733e+01   -0.00  3.794733e+01    0.00   0.00    0.16        6  |
flay03h                      122    12    144 min  4.898979e+01  4.898979e+01  |normal      4.898963e+01    0.00  4.898963e+01   -0.00   0.00    0.11       31  |normal      4.898979e+01    0.00  4.898979e+01   -0.00   0.00    3.48       --  |normal      4.898979e+01    0.00  4.898979e+01   -0.00   0.00    0.07       --  |normal      4.894085e+01    0.10  4.898979e+01   -0.00   0.10    0.63       83  |normal      4.898979e+01    0.00  4.898979e+01   -0.00   0.00    0.34       --  |normal      4.898979e+01    0.00  4.898979e+01   -0.00   0.00    0.40      100  |
flay03m                       26    12     24 min  4.898979e+01  4.898979e+01  |normal      4.898960e+01    0.00  4.898960e+01   -0.00   0.00    0.08       66  |normal      4.898979e+01    0.00  4.898979e+01   -0.00   0.00    1.45       --  |normal      4.898979e+01    0.00  4.898979e+01   -0.00   0.00    0.04       --  |normal      4.894085e+01    0.10  4.898979e+01   -0.00   0.10    0.36       87  |normal      4.898979e+01    0.00  4.898979e+01   -0.00   0.00    0.17       --  |normal      4.898979e+01    0.00  4.898979e+01   -0.00   0.00    0.29      112  |
flay04h                      234    24    282 min  5.440588e+01  5.440588e+01  |normal      5.440588e+01    0.00  5.440588e+01   -0.00   0.00    0.39     1017  |normal      5.440588e+01    0.00  5.440588e+01   -0.00   0.00   52.41       --  |normal      5.440588e+01    0.00  5.440588e+01   -0.00   0.00    0.44       --  |normal      5.435151e+01    0.10  5.440586e+01   -0.00   0.10    9.20     1563  |normal      5.440588e+01    0.00  5.440588e+01   -0.00   0.00    4.08       --  |normal      5.436509e+01    0.08  5.440588e+01   -0.00   0.08    8.44     2687  |
flay04m                       42    24     42 min  5.440588e+01  5.440588e+01  |normal      5.440585e+01    0.00  5.440585e+01   -0.00   0.00    0.30      783  |normal      5.440585e+01    0.00  5.440588e+01    0.00   0.00   51.41       --  |normal      5.440588e+01   -0.00  5.440588e+01    0.00   0.00    0.18       --  |normal      5.435153e+01    0.10  5.440588e+01   -0.00   0.10    4.80     1351  |normal      5.440588e+01   -0.00  5.440588e+01    0.00   0.00    1.77       --  |normal      5.436509e+01    0.08  5.440588e+01    0.00   0.08    3.36     2551  |
